Fecha,CantidadML,Moneda
1967-07-12,453.84ml,USD 2295.82
"Mayo 27, 2021",942.81ml,EUR 6729.3
2009-09-11,496.63L,€6827.89
08-09-2000,1018.95ml,$4665.63
2007-03-27,388.77L,$2813.14
"Diciembre 9, 2018",1011.59L,JPY 1026.11
1979-08-12,1097.86L,$6697.07
"Jun 24, 1997",1169.43ml,JPY 4183.33
"29, Junio, 1938",1552.99ml,JPY 8647.66
"Febrero 5, 1930",304.72ml,€1207.5
05-02-1998,527.93ml,USD 8463.3
1918-05-31,1748.75L,¥7541.9
"28, Feb, 1927",202.51L,£2264.54
"Sep 9, 1909",753.91L,GBP 7093.64
1907-06-02,11.61L,GBP 3175.0
"May 4, 1973",1581.88L,JPY 1914.38
08/26/2007,1336.36L,USD 1563.82
2015-11-09,1007.72ml,£6327.76
2001-09-15,400.56ml,GBP 4516.65
"Septiembre 31, 1955",13.01L,GBP 5445.1
1967-09-31,1621.79L,$5585.11
05-12-2005,833.57L,GBP 4604.51
"5, Junio, 2024",211.21ml,£4753.43
1917-04-09,1782.31ml,¥4012.36
17-02-1975,1646.03ml,£9338.3
1956-12-16,1813.37ml,¥7863.13
"Agosto 30, 2013",209.15ml,EUR 7282.06
1938-11-24,1648.47ml,JPY 700.06
06/18/1960,897.2L,USD 7729.54
2018-07-15,998.64ml,USD 1452.52
"4, Ene, 1906",1125.65ml,EUR 6020.93
"Febrero 11, 1955",1439.21L,GBP 122.29
"14, Dic, 1943",169.6ml,$7222.53
01-01-1993,1439.41ml,$1085.38
31-12-1913,765.22L,USD 8336.53
"31, Oct, 2000",629.97L,GBP 4263.39
13-01-2004,1613.75ml,GBP 7149.54
11/17/1989,1266.21ml,USD 3677.5
"Jun 21, 2022",377.83ml,GBP 5405.36
2007-02-16,1428.97ml,USD 1919.5
29-01-1935,1607.95L,USD 7599.31
1902-09-17,1577.33ml,GBP 9525.85
"22, Abril, 1908",901.61L,JPY 9959.65
1918-07-06,1301.89L,€4906.35
12/31/2001,522.72ml,€8039.84
12/24/1920,683.34L,€8932.69
12/30/1968,569.48L,EUR 4055.25
30-07-1948,1202.38L,EUR 2030.45
1911-04-15,1145.41ml,USD 2959.86
26-04-1992,1232.22L,€3418.22
2022-10-31,533.79L,GBP 8662.92
12/28/1941,561.33L,EUR 491.84
01/17/1930,811.27L,GBP 6729.7
02/14/1949,1568.44L,€8231.41
1929-10-13,450.34ml,GBP 5444.32
04/04/1946,209.02ml,$2916.22
"3, Abril, 1973",1827.03ml,USD 4506.84
1938-12-24,178.07L,$2966.34
"Jul 18, 1937",1051.68L,$903.34
05/24/1902,344.65ml,¥9555.39
12/26/1974,1952.72ml,USD 6904.66
"Abr 22, 1942",412.99L,€5826.33
11-09-2022,1163.64ml,JPY 1143.28
22-09-1985,1087.13L,€4115.44
09/13/1929,1332.78ml,€6653.78
11/20/1983,792.84L,$3681.96
07-02-1969,886.17ml,€534.2
1974-01-16,1246.38L,JPY 5195.06
"Agosto 3, 1919",1865.38L,JPY 7863.26
"29, Julio, 1903",1093.16L,¥5651.31
1921-06-21,985.07ml,¥3771.62
05/04/1985,1114.52L,USD 6947.19
"Noviembre 22, 1912",369.33L,USD 3798.53
2015-01-30,835.86ml,$1852.49
03/03/1958,710.6ml,GBP 4685.95
1966-09-23,223.74ml,GBP 303.53
"18, Diciembre, 1986",1652.99L,GBP 2398.81
1935-03-05,23.37L,€7675.58
1998-11-19,1070.8L,$6893.39
"9, Mar, 1945",1728.46ml,$2848.2
"Noviembre 2, 1937",1915.91ml,£4451.31
1948-05-03,710.71L,€504.43
02/07/1991,963.18L,¥9310.38
09/23/1964,834.45L,¥3680.78
07/31/1918,1293.21ml,$3795.43
1940-10-12,1580.25ml,¥26.76
"27, Sep, 1983",525.63ml,GBP 4690.02
03/18/1944,1498.33ml,GBP 5900.14
"23, Agosto, 2020",677.18L,GBP 7135.45
04/13/1946,1311.32ml,€8860.26
05-01-1921,1288.7L,€5009.36
25-12-1926,1292.07L,GBP 2339.9
24-03-2013,1048.57ml,EUR 7265.67
1970-05-04,390.49ml,¥4482.83
"Marzo 18, 1997",1754.24L,$7488.87
1988-06-02,1199.59ml,£8131.14
"8, Jul, 1980",1027.45L,$1738.48
03/01/1957,1244.92L,¥9830.93
21-11-1908,1423.33L,$5677.42
25-11-1991,981.19ml,USD 2042.48
07/26/1928,1030.95ml,EUR 4963.52
01/21/1937,1274.34ml,$1209.18
"11, Abr, 1989",1959.81ml,£7616.13
"Mayo 16, 1926",1049.68ml,£3548.55
07-10-1915,750.08ml,USD 6606.35
2021-03-29,713.6L,EUR 8817.77
"Mar 3, 1916",1252.28L,$695.64
"Ago 10, 1973",168.66L,¥8969.23
05/10/1932,905.08ml,GBP 539.41
1927-09-18,302.03L,£5819.88
11-03-2007,1357.02L,GBP 7637.88
05/12/2006,1486.07ml,JPY 7552.79
"1, Julio, 1913",1686.87ml,GBP 5612.78
04-01-1951,1701.19L,£4961.57
2010-01-16,42.81L,JPY 7104.25
"Diciembre 13, 1982",1676.84L,JPY 3024.27
1911-05-31,1628.73L,¥6930.92
2017-08-21,711.69L,JPY 1678.77
10/26/1918,1832.13L,$7879.23
1976-06-18,834.91L,EUR 6965.75
09/16/1920,949.79L,USD 1093.86
1979-02-21,1611.38ml,USD 3128.65
01/21/1982,1136.92ml,USD 6809.96
"22, Septiembre, 1909",1823.38ml,£5456.48
01/28/1946,1889.57ml,JPY 1751.32
13-07-1904,347.02ml,$8853.73
1928-02-02,848.81ml,¥2276.22
"14, Diciembre, 1924",1006.33L,€6138.48
27-11-1980,1881.42L,USD 5246.61
05/11/2009,1699.88L,JPY 1525.89
"Octubre 13, 1900",1313.98ml,¥4245.11
30-12-1997,1739.58L,¥3123.79
"13, Mayo, 1903",692.8L,USD 7841.37
"12, Julio, 1976",1566.19ml,¥2098.42
31-06-1944,888.51ml,USD 8074.75
27-03-1939,981.77L,USD 1643.87
"Julio 11, 1913",1583.43ml,EUR 4311.07
25-12-1907,694.66L,¥2957.85
"4, Ago, 1903",1340.9L,EUR 190.16
1938-08-20,686.7L,USD 7474.69
"27, Agosto, 1983",397.28L,¥89.37
1969-05-12,877.49ml,GBP 8337.13
18-10-1979,325.54ml,£8469.32
24-06-1916,1422.82ml,€629.24
05/06/2013,1648.94L,$8147.74
24-11-1908,1732.97L,€7372.18
"7, Abr, 1910",1835.46L,EUR 4871.04
08-04-1993,215.6L,USD 3286.82
"7, Oct, 1980",63.3ml,USD 7010.68
05/16/1934,406.39ml,£527.79
1939-02-12,761.52ml,€5588.94
1917-05-22,1285.84ml,USD 8126.42
"9, Feb, 1915",342.29ml,$5312.54
12/13/2007,1777.21ml,JPY 4700.21
"8, Dic, 1945",924.69ml,EUR 8072.78
1911-05-20,1985.14L,¥3876.88
26-05-1940,349.01L,GBP 9266.09
1981-04-21,364.27ml,USD 559.89
"Feb 23, 1910",1741.26L,€559.76
10/19/1940,317.92L,JPY 6523.39
1952-01-01,1114.81L,¥5183.15
"30, Sep, 1990",784.07ml,£6174.59
1948-05-09,1864.86ml,$5414.1
1977-01-23,1154.26ml,EUR 2461.22
"Jul 10, 1922",1852.57ml,$5958.68
"23, Enero, 1952",568.39L,USD 3639.05
"Diciembre 16, 2010",529.37ml,EUR 9457.51
03/17/1991,1020.8L,USD 35.77
13-11-1932,1204.9L,$9014.77
"Noviembre 17, 1983",1710.64ml,EUR 565.43
1912-10-31,1277.53L,$1413.24
"Agosto 6, 1953",1488.79L,GBP 6473.93
"6, May, 1947",595.31ml,¥7879.45
11/19/2015,395.64ml,¥9863.13
"Agosto 2, 2020",941.31L,EUR 1050.5
1927-07-24,9.26L,¥5269.18
"Abr 4, 1922",129.4ml,$5783.75
1969-01-25,272.21ml,GBP 1872.1
1927-12-27,1981.9ml,GBP 9352.57
"21, Septiembre, 1985",925.88L,GBP 7608.67
03/15/1953,1342.5ml,USD 4193.47
06/13/1990,951.12L,£9071.69
1906-10-27,332.96L,$6064.39
10/03/1934,888.4L,£8083.96
05/07/2019,1095.72ml,JPY 4148.07
08/11/1952,1072.06L,$1116.19
10/02/1967,1723.24L,€9318.92
"13, May, 1961",1116.19ml,$8289.5
15-06-1961,1160.08L,€5832.77
"4, Abr, 1909",1965.26ml,¥8094.89
28-07-1927,1293.73ml,EUR 2266.38
1993-10-20,1599.39ml,JPY 7241.24
1966-03-25,671.33ml,GBP 2225.46
1939-10-11,4.07L,$6114.58
30-10-1907,1170.68L,€6412.88
10-03-1981,1831.38ml,GBP 6499.81
08/21/1967,1489.91L,$3742.04
12/15/2001,26.8L,¥5655.6
"Nov 4, 1935",110.99L,¥6136.95
2023-01-17,199.56L,GBP 6431.12
"3, Enero, 1933",565.66ml,USD 9117.0
02/10/1960,426.17ml,USD 3667.88
13-09-1922,1251.38ml,JPY 6165.74
"22, Ene, 1961",637.38ml,¥8610.97
"7, Enero, 1919",1246.12L,USD 3432.16
"22, May, 1934",340.33ml,€489.41
1980-12-29,421.64L,JPY 2636.02
"Nov 3, 1973",1669.31ml,¥3779.78
"Octubre 3, 1922",264.4ml,$1777.51
11/11/1906,528.07L,€963.61
"15, Feb, 1901",1826.98ml,£8901.16
"9, Ene, 1901",1636.57L,EUR 7572.47
"13, Nov, 1936",1295.52ml,€6836.56
18-12-2009,246.91ml,GBP 6170.8
24-08-1906,1865.25ml,USD 9478.08
"Diciembre 2, 1900",1861.16L,$6413.73
"Octubre 7, 1941",65.65ml,$9586.39
01/10/1971,956.11ml,€215.9
07-06-1986,687.7L,€2045.11
09/04/2010,1313.13L,€8370.67
31-05-2008,1906.29ml,¥1241.47
1940-01-03,813.91L,JPY 2243.92
1910-04-18,1174.89ml,EUR 9454.39
1973-02-15,507.48ml,$8267.27
"Ago 25, 2023",390.63L,¥2633.73
"Oct 2, 1944",1415.5ml,€4174.23
"Abr 15, 1988",967.03L,JPY 7717.38
"24, Ene, 1905",1657.78L,£26.47
16-01-1956,1148.54ml,€4498.77
10-10-1957,1608.29L,JPY 4613.75
06/04/2010,1951.38ml,JPY 4184.25
"Jul 30, 1967",593.76ml,¥8485.3
22-11-1962,1212.06L,EUR 7318.53
17-10-1971,205.7ml,GBP 7292.0
1959-10-23,1116.54L,¥8943.69
"Feb 16, 1914",376.74L,USD 43.41
"9, Abr, 1982",1443.73L,$2608.48
1933-07-22,1338.88L,JPY 3135.83
14-10-2008,1043.95L,USD 2552.39
"1, Nov, 1903",372.55ml,USD 8292.33
22-09-1988,688.72L,EUR 1066.94
03/06/1953,1773.4L,EUR 8365.25
1908-06-12,58.34L,USD 879.23
1922-07-07,194.06ml,£9699.42
"17, Septiembre, 1916",1418.67ml,USD 3923.33
"Feb 19, 2007",1046.51ml,$3087.24
1962-05-15,146.64ml,$2122.33
08-10-1914,1694.99L,EUR 7983.37
"May 31, 1973",20.0ml,JPY 4866.97
"29, Jul, 1959",787.11ml,JPY 3604.12
"Junio 29, 1938",1526.77L,GBP 4569.69
11/10/1919,1380.93L,GBP 6212.24
1970-08-16,187.11L,EUR 8055.96
26-12-1916,1182.98L,€2988.15
19-06-1904,1264.46L,EUR 8024.86
03/17/1943,1254.68L,GBP 7356.38
"29, Octubre, 1995",1347.37L,EUR 5506.84
"Jun 26, 1914",1792.69L,USD 8671.56
"18, Mar, 2019",202.05L,£6722.61
"Septiembre 19, 1955",1146.23L,GBP 4717.13
06-10-1917,1107.4ml,JPY 2920.82
04-08-1937,1753.13ml,GBP 999.87
"18, Abril, 1961",81.29ml,USD 6932.34
"29, Oct, 1942",716.24ml,¥1388.26
"Mayo 13, 1963",1083.59ml,GBP 1476.42
1928-09-10,808.01L,USD 245.61
09/30/1912,1098.22ml,JPY 3296.88
1954-10-26,245.73ml,£6038.37
02/08/1952,1119.17L,EUR 6331.34
"26, Dic, 1946",179.34ml,$3333.0
2025-08-05,923.59ml,$1613.86
03-07-1905,965.83L,USD 4866.31
"Abril 21, 1944",1290.08ml,USD 4229.33
"Diciembre 4, 2015",759.34ml,$7232.61
1957-05-09,1720.06ml,¥3815.59
1910-02-21,33.32L,¥1064.2
"Octubre 20, 1940",1303.29ml,JPY 7147.1
25-07-1946,646.32ml,£7947.66
03/10/1999,877.01L,USD 7905.07
1930-04-02,76.98ml,JPY 9528.43
1938-03-17,350.78ml,¥9884.63
03/01/1974,1325.42L,£538.6
1965-12-31,265.95L,EUR 3194.16
23-12-1954,1004.24L,€6680.92
08-02-1944,1868.58L,GBP 8193.24
"Abr 18, 1979",290.0L,GBP 5897.03
04/14/1974,13.99ml,USD 1581.62
08/13/1988,1445.68L,€6428.77
12/23/1938,1856.21ml,$7423.26
03-08-2018,1162.15L,USD 1934.14
10/26/1902,760.8ml,JPY 3562.05
1970-05-29,1842.78ml,€9944.94
26-12-1949,1782.61L,GBP 1524.43
23-04-2005,1359.66L,EUR 9868.82
18-02-1970,231.03L,EUR 7574.95
1983-07-31,331.49ml,USD 1952.64
05/24/1974,723.15ml,¥3571.28
15-05-1982,1736.53L,GBP 9156.79
01-09-1978,519.69ml,$603.02
07/28/1915,303.66ml,USD 5995.92
"7, Octubre, 2006",281.46L,$9900.09
09-08-1982,1867.01L,GBP 5893.49
16-07-1996,1743.33ml,¥777.88
25-01-1938,306.85L,USD 2399.62
12/12/2009,1267.86L,£8056.86
13-07-2003,1690.48ml,$2571.76
04-12-1977,902.97ml,GBP 4973.77
09/28/1973,175.46ml,JPY 4278.93
05/16/1900,1402.75ml,GBP 8918.05
12-06-1939,1346.22ml,£1575.17
"18, Agosto, 1998",381.88L,¥2391.71
"7, Abr, 1997",1235.22ml,GBP 4163.92
"16, Sep, 1910",1302.54ml,¥8372.01
"Ago 28, 1909",374.96ml,$265.41
"17, Ago, 1937",535.23L,GBP 1128.38
11/24/1954,365.43ml,USD 115.87
"4, Mar, 2005",1860.31L,JPY 8521.21
"Mayo 13, 2020",1124.95L,USD 6763.04
11/16/1966,1434.5ml,¥56.68
03-07-1912,186.87ml,EUR 3760.37
"10, Dic, 1903",8.76L,JPY 7329.12
"5, Jul, 1901",814.76ml,USD 7582.97
"Septiembre 13, 1968",338.52ml,$9398.93
10/06/2019,844.45ml,£4658.05
1902-04-27,129.47ml,EUR 135.73
23-04-1960,31.62L,GBP 7802.63
07/04/1962,1952.99ml,€390.87
"17, Marzo, 1930",461.74L,$6516.15
"25, Nov, 2023",986.12L,€665.13
2004-05-05,1920.06L,$5464.56
"27, Jun, 1941",538.37ml,GBP 3197.77
01/27/1949,1082.27L,USD 7759.02
"27, Jun, 1920",545.28ml,USD 9911.64
"Jun 11, 1987",539.82L,$1582.67
1994-05-30,1442.4ml,JPY 7715.51
"Septiembre 29, 1974",1636.13ml,€6651.25
09/06/2008,536.24ml,$6931.31
02/17/1993,767.65L,€7101.24
07/05/1998,1309.32L,JPY 3842.31
"Junio 5, 1988",682.82ml,USD 6016.76
08/28/1993,1727.85ml,$8914.89
1987-12-17,1515.87ml,EUR 8618.81
02/11/1912,1610.76L,$3299.48
12-10-2013,1417.76L,JPY 3924.55
22-09-1952,934.05L,¥2896.53
23-06-1920,313.74L,£3882.7
"Noviembre 12, 1988",633.18ml,$6233.05
"17, Octubre, 1935",1299.32ml,$2227.28
22-07-1935,1856.96L,¥6307.29
28-07-1919,936.47L,EUR 9694.12
"Febrero 4, 1933",173.08L,£8603.55
"Feb 23, 1913",1836.52L,$8588.09
"Junio 14, 1949",174.74ml,GBP 4345.31
"Jun 16, 1960",256.61ml,¥730.79
"Octubre 29, 1998",962.49L,£3810.48
03-11-1945,1318.98ml,EUR 1789.08
1918-07-24,1587.39L,JPY 7171.47
"Diciembre 27, 1958",311.5L,EUR 1573.82
"Jul 23, 2014",324.46L,USD 3843.9
"Abr 3, 1953",124.65ml,GBP 7185.49
"28, Abr, 1963",681.35L,$6738.04
"Agosto 15, 1926",295.34ml,GBP 3546.86
15-04-1958,322.0ml,USD 8307.09
07/18/2010,711.52L,£1305.71
"19, Jun, 1915",965.11L,GBP 2631.61
"Jul 20, 1994",753.35L,¥6136.25
23-04-1923,580.15L,JPY 9288.84
2007-10-02,1390.52ml,USD 9554.96
1951-01-22,1000.96L,USD 7459.79
02-01-1977,883.37L,€9059.62
"Septiembre 27, 1980",751.04L,JPY 2883.54
"26, Septiembre, 1966",44.46L,JPY 7689.3
09-01-1910,1267.71ml,JPY 1531.3
"Julio 26, 1924",375.44L,JPY 8907.35
05/16/1999,316.77ml,EUR 3562.09
04-11-1984,18.91ml,£8573.0
09/30/1986,970.14ml,GBP 3463.79
"30, Oct, 1903",1473.21ml,¥5591.62
2015-09-06,1752.11L,$6127.14
"4, Mayo, 1950",500.21ml,USD 2355.39
10-10-1929,941.12L,$3510.26
1939-03-16,1441.36ml,EUR 3907.74
23-02-2003,846.95L,£1923.87
02/21/1963,855.55ml,JPY 8459.63
03/22/1913,520.07L,¥9915.95
15-04-1974,762.2ml,JPY 2089.89
"20, Dic, 1975",1409.35L,€2014.67
"21, Ene, 1956",270.99L,USD 1197.7
"30, Diciembre, 1926",1788.87ml,USD 1391.6
01-03-2000,1875.95L,EUR 5627.45
"20, May, 1916",1603.35ml,£6259.32
16-09-1936,1850.03ml,$7072.15
"Enero 24, 1915",1460.5L,EUR 6893.48
12-12-1992,33.05L,USD 2319.05
2006-10-05,964.23ml,£4911.46
10-02-1969,1905.29L,USD 9225.19
"1, Nov, 2021",1890.43ml,£4314.98
"1, Oct, 1941",1387.76L,EUR 4791.65
"Febrero 25, 1998",1066.25L,EUR 9621.64
08-05-2024,1356.9L,£6657.0
"21, Oct, 1930",38.91L,$3913.75
10/18/1982,1034.85L,JPY 7165.84
"Junio 21, 1924",636.93L,EUR 8623.83
"16, Ago, 2005",1199.34L,$3964.45
"31, May, 1961",1350.29L,$8303.68
"Mar 16, 2007",904.84ml,£545.12
2009-07-26,975.92ml,JPY 4677.36
"12, Sep, 1959",88.03L,$986.04
15-05-1908,1402.52L,$9657.01
06-04-1917,439.91ml,USD 9206.97
1955-05-31,623.18ml,£6415.45
02-03-1967,879.62ml,EUR 2640.22
1941-06-21,711.41ml,£9327.14
"10, Junio, 1986",91.59L,¥1859.55
"Marzo 31, 2015",526.99ml,JPY 5178.68
08/20/2015,434.42L,€2102.55
"16, Septiembre, 1987",1176.07L,£226.29
1963-04-01,1210.57L,£2680.05
1918-10-16,232.21ml,¥2963.27
20-12-1960,903.48L,GBP 1698.77
"22, Julio, 1928",1499.06L,$6661.05
26-04-2013,1293.5ml,¥3186.98
"Sep 29, 1966",1514.04L,GBP 6036.56
"31, Ago, 2011",1392.31ml,€2099.25
02/05/1987,1980.16L,EUR 5946.76
"29, May, 2021",1283.9ml,£4826.13
"Dic 2, 2015",893.76ml,£4147.25
23-10-2011,197.03ml,EUR 106.7
10-01-1999,1531.59ml,EUR 5946.05
"9, Sep, 2025",523.27L,£6721.01
1955-11-03,1195.23ml,JPY 5042.91
12/07/1968,1086.32L,JPY 9078.87
"29, Junio, 1908",1120.49ml,¥2681.87
07/12/1968,1233.21L,JPY 1108.95
"17, Marzo, 1969",220.73L,€2271.73
14-06-1992,108.57ml,JPY 8819.54
04-07-1951,1193.02ml,GBP 1536.75
"24, Abril, 1904",478.2ml,€3034.2
"1, Marzo, 1983",486.29L,€8064.21
2011-05-03,1243.87ml,GBP 963.37
28-02-1973,1277.92ml,GBP 7396.95
1915-05-29,272.0L,EUR 8759.14
03-03-1933,866.55ml,£7737.84
"23, Nov, 1962",1358.79L,USD 1207.55
"16, Octubre, 1917",1433.59L,GBP 4158.86
1929-05-19,794.89ml,GBP 3038.19
1961-10-13,1653.41L,$9373.04
"Dic 5, 1952",324.45ml,€6115.45
"Febrero 31, 1995",558.49L,¥1158.71
"Noviembre 23, 1962",1102.65L,¥6998.42
"5, Agosto, 1953",1683.13L,JPY 461.9
1956-09-19,1992.72L,¥7845.76
11/02/1996,108.08L,£8176.67
"7, Abr, 1983",1097.85ml,EUR 9257.68
"29, Octubre, 1904",1854.52ml,GBP 3737.86
1944-03-12,1587.91ml,€4715.15
"Marzo 22, 1998",729.73L,USD 650.01
"Julio 25, 1900",668.17L,¥9002.45
12/17/1900,1228.05L,USD 2532.93
31-10-1903,488.5L,EUR 9164.41
03/22/1994,341.34ml,$1141.22
"Agosto 27, 1919",751.63ml,£3145.75
1967-07-24,1083.26L,EUR 6330.15
04/12/1963,1422.8L,USD 7417.62
23-12-2010,789.93ml,USD 5665.97
"22, Marzo, 1988",283.93L,EUR 3803.8
26-11-2000,651.79L,JPY 6997.01
08/30/1974,522.48L,GBP 4852.67
"Jun 12, 1910",1665.31ml,£5396.18
09/08/1931,1270.04L,USD 4190.46
"27, Abr, 1976",78.88ml,JPY 5759.68
"Mayo 24, 1972",417.05L,€7649.19
03-01-1926,1763.51ml,€8119.67
05/15/1999,1588.13ml,GBP 8670.07
03/25/2005,706.97ml,JPY 2697.02
"Oct 17, 1974",1762.15L,GBP 1765.47
11-12-2008,358.59ml,JPY 4928.23
05-01-1987,410.12ml,JPY 7369.0
"18, Septiembre, 2005",1916.22L,¥7707.09
"6, Mar, 2011",577.56ml,$4553.33
12/08/1987,1190.34L,$4322.24
2023-08-05,1206.34ml,€1927.04
23-07-1948,87.19ml,EUR 9039.59
21-09-2004,1053.28L,GBP 5698.76
26-08-1980,1083.44ml,¥3165.14
"17, Febrero, 1985",1456.73ml,EUR 3495.2
"Abril 21, 1948",1864.12ml,EUR 6295.58
12/23/2021,632.22ml,EUR 5662.41
19-11-1960,421.76L,GBP 9613.44
29-10-1952,1259.06ml,GBP 660.56
"7, Abril, 1991",684.35ml,JPY 1034.15
25-04-1973,868.58L,EUR 5167.12
"25, Mayo, 2015",1988.89L,£1225.56
"16, Sep, 1929",156.92ml,$2988.14
07/03/1972,1206.07ml,EUR 5820.43
04/01/1960,1346.72L,JPY 6356.67
"13, Julio, 1903",337.19L,GBP 9920.27
28-01-1916,1453.28L,USD 4465.53
06/12/1997,1599.29L,$8656.79
10/23/2008,800.95L,$3238.75
1991-02-03,1735.21ml,¥1535.66
03-08-1914,635.2ml,¥9820.56
05-05-1957,262.2L,$4276.39
"Mayo 29, 1989",1971.5L,JPY 6448.46
12-12-1999,687.99ml,¥7715.44
"17, Marzo, 1963",156.61ml,¥9829.68
"Mayo 6, 1905",994.66ml,$513.03
19-10-2017,209.57ml,$7533.79
1920-10-01,988.95L,GBP 8030.64
20-01-1933,1078.25L,USD 1094.22
1940-08-11,457.76ml,EUR 3492.27
1956-09-29,1982.0ml,JPY 596.34
"Jun 30, 1923",264.78L,£9848.36
17-05-2022,1769.83ml,GBP 5933.57
1902-07-11,380.59L,GBP 2103.57
17-06-1937,501.06L,EUR 5334.75
09/29/2020,1471.06ml,JPY 192.99
"Nov 15, 2023",271.32ml,$4995.15
"18, Agosto, 1920",1095.06L,USD 8187.28
03/03/1967,93.16ml,£9155.94
03-12-1941,125.03ml,EUR 7833.03
09/27/2009,1933.53L,£8788.03
13-12-2017,1366.63L,EUR 7708.83
06-11-1993,413.0L,EUR 6800.04
"Ene 9, 2025",694.69L,¥7942.55
"11, Ene, 1992",787.68ml,JPY 8587.75
01/21/1986,1739.68ml,€4741.47
"Agosto 1, 1922",44.61ml,JPY 4789.82
22-03-1916,1056.21ml,£8277.96
1994-06-17,1893.16L,JPY 7197.92
1960-12-28,606.55L,¥4944.3
"7, Ago, 1934",1485.95ml,€5048.07
1983-12-21,757.94L,GBP 62.68
10-04-1977,344.45ml,€9848.3
03/27/1964,1087.87ml,JPY 383.12
1908-01-17,260.56ml,$2789.11
1986-03-28,1820.02L,EUR 456.42
01-07-1920,1698.46ml,EUR 6251.25
23-06-1921,1627.13ml,€5935.1
"7, Enero, 1919",1159.21L,GBP 2051.68
26-09-2014,1237.51L,USD 6945.63
09/18/1944,1839.99L,GBP 2877.36
"Oct 4, 1971",388.43ml,¥2695.42
1968-03-02,527.06L,€9049.09
1902-08-19,512.96L,¥609.63
26-03-2010,151.55ml,$1018.14
"Octubre 20, 1964",1202.21L,$5160.1
"Noviembre 7, 2000",247.1L,¥534.01
11/08/1906,1037.74ml,¥4442.36
04-06-2016,405.5L,GBP 9001.5
21-03-2008,1041.2L,€9455.34
"Mayo 17, 2017",782.37ml,JPY 2671.42
26-01-2014,1111.69L,$7257.99
"24, Junio, 1985",238.37ml,USD 7008.28
27-06-1912,999.45L,¥952.81
01/11/1984,1961.9L,JPY 4782.56
"Diciembre 25, 1930",1439.69ml,€4718.05
"9, Agosto, 2003",86.69ml,£8339.22
"3, Jun, 1913",1231.68ml,GBP 1347.32
1936-03-07,1511.17ml,£5129.04
"Mar 7, 1993",1547.89ml,JPY 1183.36
"Octubre 3, 1945",183.07ml,USD 2064.26
1943-06-25,1304.6L,GBP 8676.83
"Diciembre 2, 2023",40.82ml,€212.73
06/16/1991,532.57ml,¥4495.84
1924-03-14,696.95ml,GBP 5431.2
06/17/1945,1951.07ml,EUR 3276.48
2010-01-06,1255.21ml,GBP 7958.5
08/18/1941,721.29L,EUR 9957.38
1904-09-29,1480.92ml,USD 9008.26
1933-04-26,1276.94L,USD 7228.36
"May 12, 1955",304.73ml,$1081.78
07/12/1944,1132.41ml,EUR 7356.15
03/31/1906,643.43ml,JPY 273.48
22-06-2025,772.25L,¥1247.27
"Abril 25, 1905",1335.76ml,£3222.9
01-08-1912,1339.16ml,$8523.44
07/20/1985,1034.2ml,£5203.04
"14, Septiembre, 2003",158.61ml,$363.43
07/24/1922,1460.67ml,JPY 3587.71
08/28/1915,1464.48L,€7541.25
"7, Diciembre, 1907",1530.13ml,¥3681.55
20-12-1903,1077.18L,¥2878.06
07/30/1954,713.51L,USD 2134.54
03/26/2012,1544.54L,USD 465.77
30-01-2021,464.19ml,$348.67
16-04-1977,564.29L,GBP 1274.18
06/29/1975,1761.45ml,£838.48
"Febrero 9, 1935",1970.56L,JPY 4333.0
06/26/1908,281.93ml,¥213.61
24-07-1907,652.58L,EUR 33.29
2015-03-27,314.06L,EUR 4129.46
01-10-2008,1771.52L,JPY 4153.49
"Ene 7, 1950",1821.43L,€3432.75
02/16/1933,664.66ml,USD 1292.2
2009-08-08,854.4L,$2029.74
"16, Noviembre, 1988",1016.66L,€1002.93
20-01-1944,27.79L,GBP 5394.5
1937-06-29,1769.17ml,JPY 7532.7
"Jul 25, 1948",980.49L,€956.41
1952-01-04,1911.27L,$7065.1
2018-05-01,1341.77L,$4404.96
12/01/1928,1200.21L,USD 8321.32
"7, Mar, 1957",812.35ml,€1489.14
"Mayo 12, 1937",1363.94L,£509.03
07/09/1999,1053.67ml,$9327.83
"27, Abril, 1946",1172.66ml,£5177.79
21-02-2007,1495.44L,£4187.03
07-05-1907,476.41ml,EUR 924.64
"17, Febrero, 1934",1067.21L,GBP 2438.29
"Enero 7, 2018",936.74L,$9981.65
"29, Jul, 1952",1685.78L,GBP 2340.93
10-04-1912,1735.21ml,USD 460.59
"Sep 3, 1992",1842.72ml,GBP 7933.53
"Nov 31, 1988",1076.12L,¥8213.57
11-10-2015,961.28L,EUR 1377.77
"Oct 21, 1981",983.73ml,GBP 1650.91
1996-11-06,1157.5L,JPY 6499.31
1902-09-15,1362.22ml,$3380.36
1934-11-13,1567.24ml,GBP 9980.8
"Mar 28, 1910",842.4L,JPY 5488.68
18-02-2000,208.99ml,EUR 8986.21
"Jun 28, 1909",1250.96ml,£2564.34
"25, Abr, 1992",1470.65L,GBP 2868.15
09/17/1939,1744.13L,¥9231.6
15-07-1993,865.09ml,$8423.52
"Feb 13, 1976",100.22L,USD 1043.35
"19, Diciembre, 1968",1895.54L,£4246.53
01/17/1977,946.58L,GBP 7149.99
"6, Noviembre, 1975",1027.39L,¥1414.87
"21, Marzo, 2003",464.91L,EUR 9262.97
"Oct 3, 1957",1591.63L,EUR 6312.66
